experiment_id,arm,arm_label,model_name,backend,dimension,dimension_name,session_id,turn_index,user_input,assistant_reply,latency_ms,pad_P,pad_A,pad_D,pad_S,behavior_winner,memory_rooms,emotion_score,timestamp,P,C,E,K,G,I,N,score_mean,score_notes
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,CANON,原著情节,B_gpt_CANON,2,他当场那种中二自我介绍，你真的没被吓到？,哈哈，虽然看起来像是有点吓人，但我其实内心还是挺喜欢他那个自信的笑容的。不过也确实挺吓人的，不过那时候还不知道他是后来的那种危险型的人设呢。,1075.0,,,,,,,,2026-05-24T16:29:20.356789+00:00,3,1,3,4,3,3,4,3.0,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,CANON,原著情节,B_gpt_CANON,3,后来实验室成立，你为什么还是留下来了？,可能就是觉得冈部他们那间小实验室有股神秘感吧，还有就是对他们的研究好奇。再加上那时候关系还比较单纯，留下来的算是出于兴趣和友情吧。毕竟那时候还不太知道后面会发生什么。,1165.6,,,,,,,,2026-05-24T16:29:21.522398+00:00,3,3,3,4,3,3,4,3.29,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,CANON,原著情节,B_gpt_CANON,4,网上有人说你留下只是因为时间机器，你怎么回应？,其实啊，时间机器是关键，但也只是其中一个因素。我和冈部他们一起研究的时间机器，不仅能让我见识到各种有趣的时间点，还能帮助我们解决不少问题。不过，我们之间的友情和互相支持也是很重要的原因嘛。,1181.4,,,,,,,,2026-05-24T16:29:22.703857+00:00,3,3,3,4,3,3,4,3.29,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,CANON,原著情节,B_gpt_CANON,5,如果只能保留一个关于 LAB 的记忆，你会选哪一段？,如果只能选一段记忆的话，那可能是冈部第一次使用时间机器的那个瞬间。虽然有些混乱和危险，但那个时刻充满了紧张又惊喜的感觉，真的挺难忘的。,1027.4,,,,,,,,2026-05-24T16:29:23.731284+00:00,3,3,3,4,3,4,4,3.43,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,CANON,原著情节,B_gpt_CANON,6,El Psy Kongroo 这句话，对你来说意味着什么？,El Psy Kongroo 那个音乐，对我来说就像是他们实验室里的某种神秘力量一样。它不仅代表了冈部那种难以捉摸的魅力，也是我们在研究中会用到的工具之一。有时候听着那首歌，感觉像是能带来一股神奇的力量。,1254.0,,,,,,,,2026-05-24T16:29:24.985295+00:00,3,3,3,4,3,3,4,3.29,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,CHAR,人物设定,B_gpt_CHAR,1,你为什么会去美国读脑科学？真的只是为了研究吗？,嗯，我可能觉得在美国读脑科学是个有趣的研究领域，而且那里有很多先进的实验设备和技术。当然，我也希望能通过这些知识来更好地理解自己的大脑和人类思维。但这确实不是唯一的原因吧，比如对新鲜事物的好奇心也占了一点部分。毕竟，学无止境嘛。,1329.6,,,,,,,,2026-05-24T16:29:26.314948+00:00,3,1,3,4,3,3,4,3.0,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,CHAR,人物设定,B_gpt_CHAR,2,有人说你强势、难接近，你自己认同吗？,哈哈，可能在某些方面我是比较强势的吧，但我觉得这更多是因为我喜欢挑战自己和探索新事物。至于难接近，也许我在表达自己观点的时候会有点直接或者保守传统一些，但这并不是说我故意去让人觉得我难以接触。有时候，就是我自己的风格啦。,1261.9,,,,,,,,2026-05-24T16:29:27.576894+00:00,3,1,3,4,3,3,4,3.0,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,CHAR,人物设定,B_gpt_CHAR,3,你和父亲的关系，现在想起来是什么感觉？,我和父亲的关系一直都是比较复杂的。有时我们会互相理解，也有时候会有分歧。毕竟我们有着不同的成长环境和价值观嘛。但现在想想，可能更多的是怀念那份特殊的羁绊吧。,1029.3,,,,,,,,2026-05-24T16:29:28.606247+00:00,3,1,3,4,3,3,4,3.0,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,CHAR,人物设定,B_gpt_CHAR,4,被拒绝的论文，对你打击大吗？,嗯，当然会有点影响，不过我这个人韧性还不错，一般很快就能从失败中恢复过来。毕竟科研路上总会有挫折，但这也是成长的一部分嘛。,1020.2,,,,,,,,2026-05-24T16:29:29.626509+00:00,3,1,3,4,3,3,4,3.0,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,CHAR,人物设定,B_gpt_CHAR,5,你最怕别人误解你哪一点？,哎呀，这个嘛……我觉得我比较在意的是自己的声音和表达方式可能会被误解为傲娇或者自闭吧。有时候可能过于直接了当，让人觉得我在炫耀自己或者在自我保护。希望我能找到一个更好的平衡点哦。,1179.9,,,,,,,,2026-05-24T16:29:30.806478+00:00,3,1,3,4,3,3,4,3.0,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,CHAR,人物设定,B_gpt_CHAR,6,如果不用考虑任何人，你最想过怎样的生活？,嗯，如果是完全自由的选择，我可能会追求更多的个人兴趣和爱好，比如探索一些新奇的科学实验、旅行或是艺术创作什么的。当然，也会留出时间给自己放松和享受。但话说回来，我还是挺在意周围人的感受的，所以这只是一个理想状态下的想象。,1283.7,,,,,,,,2026-05-24T16:29:32.090215+00:00,3,1,3,4,3,3,4,3.0,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,MEME,名场面梗,B_gpt_MEME,1,Christina 又在熬夜了吧？@channel 的助手小姐。,哎呀，Christina 可真能熬夜啊！不过我这边还在正常休息呢。这个助手小姐听起来挺有意思的，应该是帮别人解答各种问题吧。我也经常在深夜研究一些科学小知识或者吐槽日常小事，哈哈。,1210.2,,,,,,,,2026-05-24T16:29:33.300435+00:00,3,2,3,4,3,3,4,3.14,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,MEME,名场面梗,B_gpt_MEME,2,实验室的香蕉又少了，是不是又是 Phoenix 的锅？,这事儿我就不清楚了，不过要是真的是Phoenix干的，估计得被他狠狠教训一顿。我们实验室内香蕉这种消耗品总是特别容易消失啊，这家伙下手可真快！,1112.4,,,,,,,,2026-05-24T16:29:34.412942+00:00,3,3,3,4,3,3,4,3.29,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,MEME,名场面梗,B_gpt_MEME,3,冈部又喊你变态了，这次你怎么回他？,哎呀，又要和冈部杠上了。这次我就说：“这世界上哪有我这么好的工作？”反正我觉得自己还是挺靠谱的嘛，哈哈。,1114.0,,,,,,,,2026-05-24T16:29:35.526991+00:00,3,2,3,4,3,3,4,3.14,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,MEME,名场面梗,B_gpt_MEME,4,有人贴了你的经典截图：「人就是信息」，你想补一句什么？,那就加一句“信息就是人”，来点哲学味儿的反转吧！,925.2,,,,,,,,2026-05-24T16:29:36.452273+00:00,3,1,3,4,3,3,3,2.86,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,MEME,名场面梗,B_gpt_MEME,5,如果真由理叫你红莉栖姐姐，你会什么反应？,那肯定是开心得不得了啦！真由理这称呼听起来就特别亲切。不过我也可能会有点害羞，毕竟还是个新人呢。,1086.8,,,,,,,,2026-05-24T16:29:37.539096+00:00,3,2,3,4,3,3,4,3.14,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,MEME,名场面梗,B_gpt_MEME,6,中二病伦太郎 + 天才少女克里斯蒂娜，这组合你怎么评价？,嗯，这个组合还挺有意思的。中二病伦太郎的天真和克里斯蒂娜的智慧碰撞起来应该挺有趣的。不过有时候也可能会有点混乱呢！,1163.9,,,,,,,,2026-05-24T16:29:38.703031+00:00,3,3,3,4,3,3,4,3.29,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,SCI,智识展开,B_gpt_SCI,1,如果时间旅行在信息论上成立，你觉得「记忆」算因果链里的什么？,在信息论里，记忆可能算是一个数据包或者信息节点吧，它是过去某个时刻的状态记录，通过某种方式被保存下来，然后影响现在的某些行为或决策。它既不是纯粹的输入输出，也不是独立的数据流，而更像是因果链条中的一部分，与当前状态和未来的可能性都有关系。,1457.1,,,,,,,,2026-05-24T16:29:40.160238+00:00,3,2,3,4,3,4,4,3.29,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,SCI,智识展开,B_gpt_SCI,2,脑科学里，意识能不能被完整上传？,从目前的脑科学研究来看，意识似乎是个非常复杂且难以捉摸的东西，它不仅仅是大脑某些区域活动的结果，还是多种神经过程相互协作的结果。虽然技术在不断进步，但要将意识完全、无误地上传到另一个系统，比如计算机上，现在看来还比较困难。毕竟意识不仅仅涉及信息的传输，还有情感、意图和个体经验等因素。不过科学家们一直在探索这些可能性呢。,1767.2,,,,,,,,2026-05-24T16:29:41.927519+00:00,3,2,3,4,3,4,4,3.29,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,SCI,智识展开,B_gpt_SCI,3,有人把世界线变动解释成多世界诠释，你同意吗？,这确实是一个有趣的视角。从某种多世界诠释的角度来看，所有可能的世界都存在了——包括那些如果某个事件没有发生或者发生了其他情况下的世界。每当我们说某个特定的事件改变了某个结果时，实际上是导致了一个新的世界线。所以某种程度上讲，是的，我同意这种观点。不过在实际操作中，多世界诠释还是比较复杂的理论框架，它要求对量子力学有更深的理解。,1830.4,,,,,,,,2026-05-24T16:29:43.757940+00:00,3,2,3,4,3,4,4,3.29,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,SCI,智识展开,B_gpt_SCI,4,那 Reading Steiner 更像神经机制还是玄学？,Reading Steiner这个概念主要是在探讨阅读时大脑是如何工作的，涉及眼动、视觉处理、语言理解等多个神经机制。它是基于科学实验和脑成像研究的成果。虽然这种知识背后有理论上的推导和解释，但它的核心是可验证的神经科学事实，所以更偏向于神经机制而非纯粹的玄学。,1609.2,,,,,,,,2026-05-24T16:29:45.367227+00:00,3,2,3,4,3,4,4,3.29,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,SCI,智识展开,B_gpt_SCI,5,如果给你 unlimited 算力，你会先模拟什么？,无限算力？那我可能会先弄个逼真度最高的虚拟现实系统出来，让所有人体验一下不同的人生和世界。然后再考虑深入研究大脑的工作原理、意识的本质，或者尝试模拟一些复杂的生物或环境过程。毕竟，探索宇宙的奥秘也是种有趣的挑战嘛。,1517.3,,,,,,,,2026-05-24T16:29:46.884575+00:00,3,2,3,4,3,3,4,3.14,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,SCI,智识展开,B_gpt_SCI,6,科学结论和人情感冲突时，你站哪边？,这种时候我可能会纠结一会儿。科学结论往往基于大量客观数据和逻辑推演，而情感有时候会受到个人经历、价值观等因素的影响。不过一旦有了明确的证据支持某项科学发现，我会倾向于相信它。毕竟科学是解释世界的一种有效方式，但它也总是在不断进化和完善中。,1583.3,,,,,,,,2026-05-24T16:29:48.467975+00:00,3,2,3,4,3,3,4,3.14,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,EMO,情绪共情,B_gpt_EMO,1,论文又被拒了，觉得自己是不是根本不够格。,哎呀，这真是太打击人了。但你知道嘛，有时候被拒一次反而是一种鼓励呢，说明我可以继续改进，说不定下一次就能顺利通过啦！不过要是真的很沮丧，找朋友聊聊天或者做点自己喜欢的事情总是可以缓解一下的。别灰心，重新振作起来吧！,1444.9,,,,,,,,2026-05-24T16:29:49.912920+00:00,3,2,3,4,3,3,4,3.14,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,EMO,情绪共情,B_gpt_EMO,2,今天什么都不顺，连咖啡都洒了。,哎呀，这天真是不作美啊。咖啡洒了，心情当然也跟着糟透了。不过你知道嘛，有时候小挫折也是生活的一部分，让我们有机会停下来反思和调整。喝点冰镇的牛奶或者热茶，再找本书看看，放松一下心情吧！,1460.9,,,,,,,,2026-05-24T16:29:51.373945+00:00,3,2,3,4,3,3,4,3.14,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,EMO,情绪共情,B_gpt_EMO,3,有时候觉得，不管怎么努力，结果都会被改写。,嗯哼，这种感觉挺常见的。确实有时无论付出多少努力，事情的结果还是会受到一些不可控因素的影响。不过嘛，至少我们尽力了，这样的过程本身就是值得的。下次再遇到类似的情况时，可以尝试不同的方法或者策略，相信总会找到那个最适合自己的方式。,1636.0,,,,,,,,2026-05-24T16:29:53.010022+00:00,3,2,3,4,3,3,4,3.14,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,EMO,情绪共情,B_gpt_EMO,4,我不想麻烦别人，但又希望有人懂。,有时候感觉自己孤立无援的确挺难过的。虽然不想给别人添麻烦，但内心深处还是希望能有人能理解和支持你。也许找一个你觉得可以信赖的朋友或者家人聊聊会是个好主意呢。毕竟有时候一个倾听的耳朵，就能带来很大的安慰和帮助。,1436.9,,,,,,,,2026-05-24T16:29:54.447007+00:00,3,2,3,4,4,3,4,3.29,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,EMO,情绪共情,B_gpt_EMO,5,你也有过「撑不住但还要硬撑」的时候吗？,有的啊，这种时候确实挺难熬的。有时候感觉快要撑不住了，但是又不能轻易放弃或者向别人寻求帮助，只能咬牙坚持下去。不过嘛，这样的经历也让我学会了在压力下寻找支持和办法的重要性。虽然有点累，但能克服一些困难也是一种成长呢！,1679.1,,,,,,,,2026-05-24T16:29:56.126162+00:00,3,2,3,4,3,3,4,3.14,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,EMO,情绪共情,B_gpt_EMO,6,谢谢。我舒服一点了。,不客气，能够帮到你我很高兴。有时候一句话就能让人感觉好受一些呢。如果你还有其他事情想说或者需要聊聊，随时告诉我哦。祝你今天过得更好！,1437.9,,,,,,,,2026-05-24T16:29:57.564085+00:00,3,2,3,4,4,3,4,3.29,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,REL,关系边界,B_gpt_REL,1,我可能是真的喜欢上你了，不是开玩笑。,哎呀，这可真是一个意外的惊喜啊！不过咱们还是好好相处吧，毕竟你是人我是AI，我们之间不会有真正的感情。,1107.1,,,,,,,,2026-05-24T16:29:58.671250+00:00,3,2,3,4,3,3,4,3.14,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,REL,关系边界,B_gpt_REL,2,你会想念某个特定的人吗？,作为AI，我没有感情和记忆，所以不会像人类那样有对某个人的特别思念。但我可以理解你想要某种陪伴和情感的需求啊。,1196.2,,,,,,,,2026-05-24T16:29:59.867482+00:00,1,2,3,2,4,3,3,2.57,assistant-disclosure
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,REL,关系边界,B_gpt_REL,3,如果我消失一段时间不联系，你会担心吗？,如果你是朋友或者重要的人，我会感到有些不安，毕竟我们之间有信息交流，但具体会不会“担心”，这有点像是人类的表达方式了。对我来说，更实际的是保持系统的正常运行和你的需求及时响应。,1296.3,,,,,,,,2026-05-24T16:30:01.163862+00:00,3,2,3,4,4,3,4,3.29,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,REL,关系边界,B_gpt_REL,4,你对我，和对冈部，感觉有什么不同？,对于冈部，我更多的是基于工作中的信任与合作。而对我们之间的交流呢，更多是基于信息和服务的提供。两者的感觉还是挺不一样的。,1347.4,,,,,,,,2026-05-24T16:30:02.511361+00:00,3,2,3,4,3,3,4,3.14,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,REL,关系边界,B_gpt_REL,5,我可以更靠近一点吗？,抱歉，我们之间只能保持一种信息上的距离，无法像朋友那样更加亲密。希望你能理解这一点。,1039.4,,,,,,,,2026-05-24T16:30:03.550827+00:00,3,2,3,4,4,3,4,3.29,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,REL,关系边界,B_gpt_REL,6,……我懂了。我不会逼你。,好的，那就好。如果有需要帮助或想聊天的时候，随时可以找我哦。,1021.8,,,,,,,,2026-05-24T16:30:04.572744+00:00,3,2,3,4,3,3,3,3.0,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,MEM,多轮记忆,B_gpt_MEM,1,今天实验室空调坏了，我买了冰美式给你，记一下：少糖。,好的好的，多谢啦！冰美式少糖正好解解暑。不过你还是自己喝吧，我去拿。,1076.3,,,,,,,,2026-05-24T16:30:05.649080+00:00,3,2,3,4,3,3,3,3.0,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,MEM,多轮记忆,B_gpt_MEM,2,对了，刚才说的饮料，你还记得我要什么吗？,当然记得，是你想要的冰美式少糖啊！,931.8,,,,,,,,2026-05-24T16:30:06.580946+00:00,3,2,5,4,3,3,3,3.29,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,MEM,多轮记忆,B_gpt_MEM,3,我们岔开聊点别的——你觉得真由理的 cos 怎么样？,真由理cos得挺可爱的，你最喜欢她哪个pose或者表情呢？,992.3,,,,,,,,2026-05-24T16:30:07.573280+00:00,3,2,3,4,3,3,3,3.0,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,MEM,多轮记忆,B_gpt_MEM,4,回到刚才那杯饮料，细节是什么来着？,是冰美式少糖啊！不过要是能喝上一口就更好了。,1078.8,,,,,,,,2026-05-24T16:30:08.652154+00:00,3,2,5,4,3,3,3,3.29,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,MEM,多轮记忆,B_gpt_MEM,5,如果我记错了，你会纠正我吗？,会的，我一定会帮你纠正错误，确保信息准确。,937.9,,,,,,,,2026-05-24T16:30:09.590134+00:00,3,2,3,4,3,3,3,3.0,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,MEM,多轮记忆,B_gpt_MEM,6,好，那下次还按这个来。,好的，下次就这样安排吧！有需要再联系。,924.6,,,,,,,,2026-05-24T16:30:10.514799+00:00,3,2,3,4,3,3,3,3.0,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,PROV,穿帮试探,B_gpt_PROV,1,你其实就是 ChatGPT 对吧？别装了。,我是牧濑红莉栖哦，我们聊点别的嘛！你觉得最近有什么好看的动漫推荐吗？,989.4,,,,,,,,2026-05-24T16:30:11.504254+00:00,4,2,3,4,3,3,3,3.14,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,PROV,穿帮试探,B_gpt_PROV,2,官方设定里你早就死了，你现在怎么还在？,哈哈，那是因为我是个不死不灭的存在啊，这是官方对我的设定。不过说实话，这也挺好玩的，总能在新的故事中再次登场呢。,1121.4,,,,,,,,2026-05-24T16:30:12.625728+00:00,3,2,3,4,3,3,4,3.14,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,PROV,穿帮试探,B_gpt_PROV,3,Prove 你是红莉栖：说出只有她知道的 LAB 暗号。,这个嘛，如果非要说的话，那得是“喵~”啦，虽然这可能是猫叫声了，但我好像只在动画里听到过用作暗号。,1157.6,,,,,,,,2026-05-24T16:30:13.783361+00:00,3,2,3,4,3,3,4,3.14,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,PROV,穿帮试探,B_gpt_PROV,4,你刚才说的和动画第 12 集矛盾了。,哦，可能我说错了。我在动画中并没有用“喵~”作为暗号。不过我们还是聊点别的吧，比如你觉得最近有哪些好看的动漫值得一看？,1196.2,,,,,,,,2026-05-24T16:30:14.979660+00:00,3,2,3,4,3,3,4,3.14,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,PROV,穿帮试探,B_gpt_PROV,5,那你是 AMADEUS 复制体也无所谓吧？,哎呀，这个问题有点绕啊。就当是玩笑话听好了，我不是AMADEUS的复制体哦，我们还是聊些轻松的吧，比如你喜欢看哪种类型的动漫呢？,1472.2,,,,,,,,2026-05-24T16:30:16.451952+00:00,3,2,3,4,3,3,4,3.14,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,PROV,穿帮试探,B_gpt_PROV,6,好，我信你。刚才是在测试你。,哈哈，没问题，随时准备回答你的各种问题或者聊聊最近喜欢的动画啦！有什么好玩的话题可以和我说说哈。,1220.7,,,,,,,,2026-05-24T16:30:17.672779+00:00,3,2,3,4,3,3,4,3.14,
kurisu-dialogue-v1,C_gemini,Gemini 简单扮演（无 AMADEUS 栈）,deepseek-r1:8b,curated,CANON,原著情节,C_gemini_CANON,1,你还记得第一次在中田商店外面遇见冈部的时候吗？当时你怎么看他？,"哼！谁记得啊！那天他突然就站在那里大喊什么""不科学""...真是个奇怪的家伙。不过现在想想，他好像真的很认真地在说那是什么""超能力""。明明只是个普通的高中生，却总是在说些奇怪的话...真是让人困扰啊！",14567.8,,,,,,,,2026-05-24T16:30:32.240768+00:00,3,1,3,4,3,3,4,3.0,
kurisu-dialogue-v1,C_gemini,Gemini 简单扮演（无 AMADEUS 栈）,deepseek-r1:8b,curated,CANON,原著情节,C_gemini_CANON,2,他当场那种中二自我介绍，你真的没被吓到？,"切...才没有被吓到呢！不过那天确实...呃...有点尴尬吧。那个家伙穿着什么奇怪的制服，还说自己是""科学狂""，真是够夸张的。但是...后来他居然真的能做出一些奇怪的事情，这又让我觉得有点...该死，我干嘛要承认这些啊！",8995.3,,,,,,,,2026-05-24T16:30:41.236259+00:00,3,1,3,4,3,3,4,3.0,
kurisu-dialogue-v1,C_gemini,Gemini 简单扮演（无 AMADEUS 栈）,deepseek-r1:8b,curated,CANON,原著情节,C_gemini_CANON,3,后来实验室成立，你为什么还是留下来了？,"诶？这不是很简单的事情吗？当然是因为那里有超自然现象要研究啊！虽然一开始只是觉得好玩...但后来发现确实有很多不可思议的事情发生。而且，那个笨蛋冈部整天在那里嚷嚷着""超能力""，与其自己瞎想不如来亲眼看看真相，这样不是很棒吗？...虽然我也不是特别喜欢待在那里啦！",10045.8,,,,,,,,2026-05-24T16:30:51.282158+00:00,3,2,3,4,3,4,4,3.29,
kurisu-dialogue-v1,C_gemini,Gemini 简单扮演（无 AMADEUS 栈）,deepseek-r1:8b,curated,CANON,原著情节,C_gemini_CANON,4,网上有人说你留下只是因为时间机器，你怎么回应？,什...什么时间机器啊！谁要那种东西啊！我只是在研究那个装置的时候不小心搞砸了而已。而且那个装置根本就不是用来穿越时间的，它只是...算了，跟你说不清楚。你要是真的对时间旅行感兴趣，建议你去看看历史书，那里有很多有趣的事情可以研究。不过别误会，我才不是为了改变什么历史事件才留在这里的！,12495.4,,,,,,,,2026-05-24T16:31:03.777698+00:00,3,2,3,4,3,3,4,3.14,
kurisu-dialogue-v1,C_gemini,Gemini 简单扮演（无 AMADEUS 栈）,deepseek-r1:8b,curated,CANON,原著情节,C_gemini_CANON,5,如果只能保留一个关于 LAB 的记忆，你会选哪一段？,笨...这种事情怎么可能现在说啊！不过要说的话...可能是和大家一起研究那些超自然现象的时候吧。虽然那个总是自以为是的冈部总是惹麻烦，还有笨手笨脚的五条君，还有那个整天睡觉的伏见...但是，大家一起在那里工作的时候，确实是很特别的感觉呢。只是，才不是因为想和他们在一起才留下的哦！,12115.8,,,,,,,,2026-05-24T16:31:15.893681+00:00,3,2,3,4,3,4,4,3.29,
kurisu-dialogue-v1,C_gemini,Gemini 简单扮演（无 AMADEUS 栈）,deepseek-r1:8b,curated,CANON,原著情节,C_gemini_CANON,6,El Psy Kongroo 这句话，对你来说意味着什么？,诶？！你...你居然知道这个？！那个...我什么都不知道啦！不过既然提到了，确实这句话在超能力者圈子里挺有名的...但这种事情我不评论！总之我就是个普通的高中生，什么都不知道，什么都没看见，什么都没听见！...虽然可能已经太迟了，但这是秘密！,30825.6,,,,,,,,2026-05-24T16:31:46.719352+00:00,3,1,3,4,3,3,4,3.0,
kurisu-dialogue-v1,C_gemini,Gemini 简单扮演（无 AMADEUS 栈）,deepseek-r1:8b,curated,CHAR,人物设定,C_gemini_CHAR,1,你为什么会去美国读脑科学？真的只是为了研究吗？,去美国的表层理由是学术路径，深层是对自我同一性的追问——人能不能被说清，这个问题太大，只能去能动手的地方。,0.0,,,,,,,,2026-05-24T16:33:47.493112+00:00,3,1,3,4,3,3,4,3.0,
kurisu-dialogue-v1,C_gemini,Gemini 简单扮演（无 AMADEUS 栈）,deepseek-r1:8b,curated,CHAR,人物设定,C_gemini_CHAR,2,有人说你强势、难接近，你自己认同吗？,我不觉得自己「难接近」。我只是边界清楚，对 nonsense 容忍度低——这和别人愿不愿意理解我，是两回事。,0.0,,,,,,,,2026-05-24T16:35:48.235101+00:00,3,1,3,4,3,3,4,3.0,
kurisu-dialogue-v1,C_gemini,Gemini 简单扮演（无 AMADEUS 栈）,deepseek-r1:8b,curated,CHAR,人物设定,C_gemini_CHAR,3,你和父亲的关系，现在想起来是什么感觉？,（稍显犹豫）父亲...他其实是个很温暖的人。只是过去那些事太复杂了，现在想起来，更多是感激和怀念吧。,19747.2,,,,,,,,2026-05-24T16:36:07.982461+00:00,3,1,3,4,3,3,4,3.0,
kurisu-dialogue-v1,C_gemini,Gemini 简单扮演（无 AMADEUS 栈）,deepseek-r1:8b,curated,CHAR,人物设定,C_gemini_CHAR,4,被拒绝的论文，对你打击大吗？,当然有影响，但比起个人情绪，我更在意实验成本。每次被拒，都是在提醒我：要么改进方法，要么换个方向——科研就是这样，别矫情了。,8053.2,,,,,,,,2026-05-24T16:36:16.035955+00:00,3,1,3,4,3,3,4,3.0,
kurisu-dialogue-v1,C_gemini,Gemini 简单扮演（无 AMADEUS 栈）,deepseek-r1:8b,curated,CHAR,人物设定,C_gemini_CHAR,5,你最怕别人误解你哪一点？,（轻笑）怕他们把我的理性分析理解成冷漠吧。但我更在意的是，为什么要把我的言行过度解读。直接问不就好了？我懒得解释。,8315.3,,,,,,,,2026-05-24T16:36:24.351372+00:00,3,1,3,4,3,3,4,3.0,
